id	moa	pert_id	pert_iname	pert_type	target_name	aud_q75	aud_med	aud_q25	aud_iqr	cell_id	query
BRD-K45401373	Apoptosis stimulant|Caspase activator|Diacylglycerol O acyltransferase inhibitor|HIV integrase inhibitor|NFkB pathway activator|SARS coronavirus 3C-like protease inhibitor|Topoisomerase inhibitor	BRD-K45401373	betulinic-acid	trt_cp	GPBAR1	0.19	0.16	0.12	0.07	-666	-0.85
BRD-K02900412	Protein synthesis inhibitor	BRD-K02900412	clofoctol	trt_cp	-666	0.2	0.17	0.14	0.05	-666	-0.86
BRD-K58466253	Dopamine synthesis inhibitor	BRD-K58466253	palmatine-chloride	trt_cp	-666	0.16	0.13	0.1	0.06	-666	-0.86
BRD-K66956375	Cannabinoid receptor agonist|Glucose dependent insulinotropic receptor agonist|Potassium channel blocker|PPAR receptor agonist	BRD-K66956375	oleoylethanolamide	trt_cp	GPR119|PPARA	0.2	0.17	0.14	0.06	-666	-0.87
BRD-K84663978	Phosphodiesterase inhibitor	BRD-K84663978	trequinsin	trt_cp	-666	0.17	0.15	0.13	0.05	-666	-0.87
BRD-A00077618	PKA activator	BRD-A00077618	8-bromo-cGMP	trt_cp	PRKG1	0.16	0.13	0.11	0.05	-666	-0.88
BRD-K29905972	PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor	BRD-K29905972	axitinib	trt_cp	FLT1|FLT4|KDR	0.25	0.21	0.17	0.08	-666	-0.88
BRD-K38350380	Cyclooxygenase inhibitor	BRD-K38350380	FK-3311	trt_cp	PTGS2	0.21	0.18	0.16	0.05	-666	-0.88
BRD-K42205652	-666	BRD-K42205652	"MNS-(3,4-methylenedioxy-nitrostyrene)"	trt_cp	-666	0.26	0.24	0.22	0.05	-666	-0.88
BRD-K96259238	Interleukin inhibitor	BRD-K96259238	Y-320	trt_cp	IL17A	0.23	0.18	0.13	0.09	-666	-0.88
BRD-A48237631	DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor	BRD-A48237631	mitomycin-c	trt_cp	-666	0.47	0.41	0.34	0.12	-666	-0.88
BRD-K19412355	P38 MAPK inhibitor	BRD-K19412355	SB-242235	trt_cp	-666	0.13	0.11	0.08	0.05	-666	-0.88
BRD-K77245796	GABA receptor agonist	BRD-K77245796	gamma-aminobutyric-acid	trt_cp	-666	0.1	0.08	0.05	0.05	-666	-0.88
BRD-K18619710	Steroid	BRD-K18619710	digoxigenin	trt_cp	-666	0.29	0.27	0.24	0.05	-666	-0.89
BRD-A91831168	-666	BRD-A91831168	tetrahydropapaverine	trt_cp	-666	0.16	0.13	0.1	0.06	-666	-0.89
BRD-K08525451	Bacterial DNA gyrase inhibitor	BRD-K08525451	sarafloxacin	trt_cp	-666	0.28	0.25	0.22	0.05	-666	-0.9
BRD-K31476763	Elastase inhibitor	BRD-K31476763	AZD-9668	trt_cp	-666	0.16	0.14	0.11	0.05	-666	-0.9
BRD-K92150287	Topoisomerase inhibitor	BRD-K92150287	exatecan-mesylate	trt_cp	TOP1	0.71	0.62	0.56	0.15	-666	-0.9
BRD-K87774949	Adenosine receptor antagonist	BRD-K87774949	istradefylline	trt_cp	ADORA2A|ADORA1	0.19	0.16	0.13	0.06	-666	-0.9
BRD-K54606188	Bromodomain inhibitor	BRD-K54606188	JQ1-(+)	trt_cp	BRD4	0.24	0.17	0.11	0.13	-666	-0.91
BRD-K24696047	IGF-1 inhibitor	BRD-K24696047	NVP-AEW541	trt_cp	IGF1R	0.3	0.28	0.24	0.06	-666	-0.91
BRD-K49865102	MAP kinase inhibitor|Protein kinase inhibitor|MEK inhibitor	BRD-K49865102	PD-0325901	trt_cp	MAP2K1	0.38	0.3	0.22	0.16	-666	-0.91
BRD-A81370665	Ribosomal protein inhibitor	BRD-A81370665	BI-D1870	trt_cp	RPS6KA1|RPS6KA2|RPS6KA3	0.15	0.12	0.1	0.06	-666	-0.92
BRD-K05804044	RAF inhibitor	BRD-K05804044	AZ-628	trt_cp	BRAF|RAF1	0.23	0.18	0.14	0.09	-666	-0.92
BRD-K08859203	Structural glycoprotein antagonist	BRD-K08859203	DU-728	trt_cp	ITGA2B|ITGB3	0.12	0.1	0.08	0.04	-666	-0.92
BRD-K45033733	DNA polymerase inhibitor	BRD-K45033733	famciclovir	trt_cp	-666	0.11	0.08	0.06	0.05	-666	-0.92
BRD-K47200824	IGF-1 inhibitor	BRD-K47200824	BMS-754807	trt_cp	IGF1R	0.22	0.19	0.15	0.07	-666	-0.92
BRD-A06352508	CHK inhibitor	BRD-A06352508	SB-218078	trt_cp	CHEK1	0.26	0.22	0.17	0.09	-666	-0.92
BRD-K03390685	MEK inhibitor	BRD-K03390685	cobimetinib	trt_cp	-666	0.33	0.26	0.21	0.12	-666	-0.92
BRD-K53417444	Maternal embryonic leucine zipper kinase inhibitor	BRD-K53417444	OTS-167	trt_cp	-666	0.63	0.59	0.55	0.09	-666	-0.92
BRD-A13964793	-666	BRD-A13964793	BRD-A13964793	trt_cp	-666	0.25	0.22	0.19	0.06	-666	-0.93
BRD-K24715592	DNA intercalating agent	BRD-K24715592	ethacridine-lactate-monohydrate	trt_cp	-666	0.24	0.2	0.16	0.08	-666	-0.93
BRD-K52911425	PI3K inhibitor	BRD-K52911425	GDC-0941	trt_cp	PIK3CG	0.22	0.18	0.15	0.07	-666	-0.93
BRD-K85333151	Cyclooxygenase inhibitor	BRD-K85333151	ramifenazone	trt_cp	-666	0.17	0.14	0.12	0.05	-666	-0.93
BRD-K32405725	Carnitine palmitoyltransferase inhibitor	BRD-K32405725	etomoxir	trt_cp	CPT1A	0.09	0.08	0.06	0.04	-666	-0.94
BRD-A79226577	Serotonin receptor antagonist	BRD-A79226577	tropisetron	trt_cp	HTR3A	0.16	0.13	0.11	0.05	-666	-0.94
BRD-K07310275	MTOR inhibitor|PI3K inhibitor	BRD-K07310275	PF-04691502	trt_cp	MTOR|PIK3CA	0.41	0.37	0.33	0.08	-666	-0.94
BRD-K29673530	Tyrosine kinase inhibitor	BRD-K29673530	hypericin	trt_cp	-666	0.12	0.1	0.08	0.05	-666	-0.94
BRD-K37687095	MEK inhibitor	BRD-K37687095	AZD-8330	trt_cp	-666	0.47	0.37	0.29	0.18	-666	-0.94
BRD-K79612754	Neurotrophic agent	BRD-K79612754	inosine	trt_cp	-666	0.29	0.25	0.21	0.07	-666	-0.94
BRD-K17068645	DNA inhibitor	BRD-K17068645	bendamustine	trt_cp	-666	0.17	0.15	0.12	0.05	-666	-0.95
BRD-A26032986	Calmodulin antagonist	BRD-A26032986	zaldaride	trt_cp	CALM1	0.14	0.12	0.09	0.04	-666	-0.95
BRD-K18574842	Bacterial cell wall synthesis inhibitor	BRD-K18574842	nafcillin	trt_cp	CYP1A2|CYP3A4|SLC22A6	0.11	0.08	0.05	0.06	-666	-0.95
BRD-K54847683	Estrogen receptor agonist	BRD-K54847683	equol	trt_cp	ESR1|ESR2	0.18	0.15	0.12	0.06	-666	-0.95
BRD-K28824103	Choleretic agent	BRD-K28824103	genipin	trt_cp	-666	0.27	0.23	0.19	0.08	-666	-0.97
BRD-K59574735	Leukotriene inhibitor	BRD-K59574735	ubenimex	trt_cp	LTA4H|RNPEP	0.23	0.21	0.18	0.05	-666	-0.97
BRD-K18787491	MEK inhibitor	BRD-K18787491	U-0126	trt_cp	MAP2K1|MAP2K2	0.19	0.16	0.13	0.06	-666	-0.97
BRD-K18961567	MET inhibitor	BRD-K18961567	LY-2801653	trt_cp	-666	0.26	0.22	0.19	0.07	-666	-0.97
BRD-K28143534	Histamine receptor antagonist	BRD-K28143534	cyproheptadine	trt_cp	HRH1	0.17	0.15	0.12	0.06	-666	-0.97
BRD-K62398570	Serotonin receptor antagonist	BRD-K62398570	lerisetron	trt_cp	HTR3A	0.16	0.13	0.1	0.05	-666	-0.97
BRD-K54997624	PI3K inhibitor	BRD-K54997624	alpelisib	trt_cp	PIK3CA	0.2	0.17	0.14	0.06	-666	-0.98
BRD-K72167406	Bacterial cell wall synthesis inhibitor	BRD-K72167406	cefditoren-pivoxil	trt_cp	-666	0.2	0.17	0.14	0.06	-666	-0.98
BRD-K04622161	Gamma secretase inhibitor	BRD-K04622161	YO-01027	trt_cp	-666	0.15	0.12	0.09	0.07	-666	-0.99
BRD-K59197931	Cyclooxygenase inhibitor	BRD-K59197931	naproxen	trt_cp	PTGS1|PTGS2	0.16	0.13	0.11	0.05	-666	-0.99
BRD-K05104363	MEK inhibitor	BRD-K05104363	PD-184352	trt_cp	MAP2K1	0.21	0.17	0.13	0.08	-666	-0.99
BRD-K34073885	AP inhibitor	BRD-K34073885	tanshinone-i	trt_cp	IFNG	0.24	0.21	0.19	0.06	-666	-0.99
BRD-K49759007	-666	BRD-K49759007	4-hydroxy-phenazone	trt_cp	-666	0.14	0.11	0.08	0.06	-666	-0.99
BRD-K38904395	VEGFR inhibitor	BRD-K38904395	SAR-131675	trt_cp	-666	0.23	0.19	0.16	0.07	-666	-1
BRD-K63784565	Topoisomerase inhibitor	BRD-K63784565	10-hydroxycamptothecin	trt_cp	TOP1	0.68	0.62	0.54	0.14	-666	-1
BRD-K75352575	Exportin antagonist	BRD-K75352575	KPT-276	trt_cp	XPO1	0.41	0.36	0.3	0.12	-666	-1
BRD-K10961822	Prostanoid receptor agonist	BRD-K10961822	latanoprost	trt_cp	PTGFR	0.17	0.14	0.12	0.05	-666	-1.01
BRD-K68065987	AKT inhibitor	BRD-K68065987	MK-2206	trt_cp	AKT1	0.27	0.24	0.19	0.08	-666	-1.01
BRD-K94455792	Beta-catenin inhibitor	BRD-K94455792	ICG-001	trt_cp	CTNNB1	0.21	0.18	0.14	0.07	-666	-1.01
BRD-K89561498	Topoisomerase inhibitor	BRD-K89561498	SN-38	trt_cp	TOP1	0.74	0.65	0.57	0.17	-666	-1.01
BRD-A69651145	Bacterial 30S ribosomal subunit inhibitor	BRD-A69651145	minocycline	trt_cp	-666	0.14	0.12	0.09	0.05	-666	-1.02
BRD-K63712959	Radical formation stimulant	BRD-K63712959	temoporfin	trt_cp	-666	0.1	0.08	0.05	0.05	-666	-1.02
BRD-K06749501	Insulin growth factor receptor inhibitor	BRD-K06749501	GSK-1838705A	trt_cp	-666	0.23	0.19	0.16	0.06	-666	-1.03
BRD-K85554912	GABA receptor agonist	BRD-K85554912	ivermectin	trt_cp	-666	0.29	0.26	0.22	0.06	-666	-1.03
BRD-K06854232	Retinoid receptor agonist	BRD-K06854232	AM-580	trt_cp	RARA	0.21	0.18	0.15	0.06	-666	-1.03
BRD-K94720315	Antispasmodic	BRD-K94720315	chromocarb	trt_cp	-666	0.17	0.14	0.11	0.05	-666	-1.03
BRD-K12040459	-666	BRD-K12040459	AT7867	trt_cp	AKT2	0.18	0.15	0.11	0.07	-666	-1.04
BRD-K48578705	Adrenergic receptor agonist	BRD-K48578705	methyldopa	trt_cp	ADRA2A|DDC	0.13	0.11	0.08	0.05	-666	-1.05
BRD-K32821942	Dehydrogenase inhibitor	BRD-K32821942	azathioprine	trt_cp	PPAT	0.18	0.15	0.11	0.08	-666	-1.06
BRD-K79315489	-666	BRD-K79315489	erythritol	trt_cp	-666	0.15	0.12	0.09	0.07	-666	-1.06
BRD-K28965160	MAP kinase inhibitor	BRD-K28965160	BVD-523	trt_cp	-666	0.23	0.19	0.15	0.07	-666	-1.07
BRD-K47878171	Acetylcholine receptor agonist	BRD-K47878171	bephenium	trt_cp	-666	0.15	0.12	0.1	0.05	-666	-1.07
BRD-K48488978	PI3K inhibitor	BRD-K48488978	YM-201636	trt_cp	-666	0.23	0.2	0.16	0.06	-666	-1.07
BRD-K76840893	Adrenergic receptor antagonist	BRD-K76840893	RS-17053	trt_cp	ADRA1A	0.27	0.25	0.23	0.04	-666	-1.07
BRD-K51662849	Matrix metalloprotease inhibitor	BRD-K51662849	ilomastat	trt_cp	-666	0.1	0.08	0.05	0.05	-666	-1.08
BRD-K82244583	-666	BRD-K82244583	binimetinib	trt_cp	-666	0.33	0.26	0.21	0.12	-666	-1.08
BRD-A41304429	Adrenergic receptor antagonist	BRD-A41304429	practolol	trt_cp	ADRB1	0.19	0.16	0.14	0.05	-666	-1.09
BRD-K73589491	Histamine receptor antagonist	BRD-K73589491	nizatidine	trt_cp	HRH2	0.15	0.13	0.1	0.05	-666	-1.09
BRD-A77582494	DNA synthesis inhibitor	BRD-A77582494	enocitabine	trt_cp	CMPK1|RRM1|TYMS	0.19	0.16	0.13	0.06	-666	-1.09
BRD-K13169950	HDAC inhibitor	BRD-K13169950	NSC-3852	trt_cp	HDAC1	0.3	0.26	0.23	0.08	-666	-1.09
BRD-K13409143	-666	BRD-K13409143	isopropyl-myristate	trt_cp	-666	0.28	0.25	0.21	0.07	-666	-1.09
BRD-K24576554	Aurora kinase inhibitor|JAK inhibitor|Abl kinase inhibitor|Bcr-Abl kinase inhibitor|FLT3 inhibitor|Mitotic inhibitor|Protein kinase inhibitor	BRD-K24576554	AT-9283	trt_cp	AURKA|AURKB|JAK2|JAK3	0.34	0.29	0.24	0.1	-666	-1.09
BRD-K84783599	Guanylate cyclase stimulant	BRD-K84783599	riociguat	trt_cp	GUCY1A3|GUCY1B3	0.16	0.13	0.09	0.07	-666	-1.09
BRD-K97440753	Adrenergic receptor antagonist|Prolactin inhibitor	BRD-K97440753	dihydroergocristine	trt_cp	ADRA1A|ADRB1|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR2A|HTR3A|HTR4|HTR5A|HTR6|HTR7	0.14	0.12	0.09	0.05	-666	-1.1
BRD-K21361524	Exportin antagonist	BRD-K21361524	selinexor	trt_cp	XPO1	0.46	0.41	0.35	0.1	-666	-1.11
BRD-K73982490	JNK inhibitor	BRD-K73982490	BI-78D3	trt_cp	MAPK8	0.3	0.27	0.24	0.06	-666	-1.12
BRD-K92000912	Cannabinoid receptor antagonist	BRD-K92000912	AM-251	trt_cp	CNR1	0.2	0.17	0.14	0.05	-666	-1.12
BRD-K92049597	Sodium channel blocker	BRD-K92049597	triamterene	trt_cp	SCNN1A|SCNN1B|SCNN1G	0.21	0.18	0.14	0.07	-666	-1.12
BRD-A39390670	ATPase inhibitor|Gastrin inhibitor	BRD-A39390670	rabeprazole	trt_cp	ATP4A	0.17	0.15	0.12	0.06	-666	-1.13
BRD-K22503835	HDAC inhibitor	BRD-K22503835	scriptaid	trt_cp	HDAC1	0.29	0.25	0.21	0.07	-666	-1.13
BRD-K49031386	Atherosclerosis formation inhibitor	BRD-K49031386	hyodeoxycholic-acid	trt_cp	-666	0.12	0.09	0.07	0.05	-666	-1.13
BRD-A22081593	Adenosine receptor antagonist	BRD-A22081593	sulmazole	trt_cp	-666	0.12	0.09	0.06	0.05	-666	-1.14
BRD-K19796430	Smoothened receptor antagonist	BRD-K19796430	sonidegib	trt_cp	SMO	0.13	0.11	0.09	0.04	-666	-1.15
BRD-K43578482	Focal adhesion kinase inhibitor	BRD-K43578482	defactinib	trt_cp	PTK2	0.19	0.16	0.13	0.05	-666	-1.15
BRD-K72723676	Sodium channel blocker	BRD-K72723676	benzethonium	trt_cp	SCN10A	0.28	0.24	0.2	0.08	-666	-1.15
BRD-K49111258	Adrenergic receptor antagonist	BRD-K49111258	prazosin	trt_cp	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C	0.18	0.15	0.13	0.05	-666	-1.16
BRD-K74193284	Other antifungal	BRD-K74193284	phenylmercuric-acetate	trt_cp	-666	0.44	0.4	0.36	0.08	-666	-1.17
BRD-K79684402	Dopamine receptor agonist	BRD-K79684402	Ro-10-5824	trt_cp	DRD4	0.12	0.1	0.07	0.05	-666	-1.17
BRD-K22822991	Cathepsin inhibitor	BRD-K22822991	odanacatib	trt_cp	CTSK	0.15	0.12	0.1	0.05	-666	-1.17
BRD-K73303757	Protein tyrosine kinase inhibitor	BRD-K73303757	4-methylgenistein	trt_cp	-666	0.14	0.11	0.07	0.07	-666	-1.17
BRD-K82181219	-666	BRD-K82181219	pyritinol	trt_cp	-666	0.11	0.08	0.05	0.06	-666	-1.18
BRD-K64622987	Cholesteryl ester transfer protein inhibitor	BRD-K64622987	torcetrapib	trt_cp	CETP	0.1	0.08	0.06	0.04	-666	-1.19
BRD-K62627508	MDM inhibitor	BRD-K62627508	idasanutlin	trt_cp	MDM2|TP53	0.29	0.22	0.16	0.14	-666	-1.2
BRD-A23195370	Opioid receptor antagonist	BRD-A23195370	naloxone	trt_cp	OPRD1|OPRK1|OPRM1	0.19	0.16	0.14	0.05	-666	-1.21
BRD-K38458514	Glutamate receptor antagonist	BRD-K38458514	diazooxonorleucine	trt_cp	-666	0.13	0.09	0.06	0.06	-666	-1.22
BRD-K88172511	Opioid receptor antagonist	BRD-K88172511	naltrexone	trt_cp	OPRD1|OPRK1|OPRM1	0.11	0.08	0.05	0.06	-666	-1.22
BRD-K99383816	Thymidylate synthase inhibitor	BRD-K99383816	ftorafur	trt_cp	TYMS	0.14	0.12	0.09	0.05	-666	-1.22
BRD-A58564983	Nematocide	BRD-A58564983	selamectin	trt_cp	-666	0.14	0.11	0.09	0.04	-666	-1.22
BRD-K43860855	Antineoplastic agent	BRD-K43860855	iobenguane	trt_cp	-666	0.12	0.1	0.07	0.05	-666	-1.22
BRD-K14796088	LDL receptor activator	BRD-K14796088	berberine	trt_cp	LDLR	0.23	0.19	0.16	0.07	-666	-1.23
BRD-K82746043	BCL inhibitor	BRD-K82746043	navitoclax	trt_cp	BCL2|BCL2L1|BCL2L2	0.22	0.18	0.14	0.08	-666	-1.23
BRD-K86816506	FAAH inhibitor	BRD-K86816506	PF-04457845	trt_cp	FAAH	0.18	0.16	0.14	0.05	-666	-1.23
BRD-K96153583	DNA polymerase inhibitor	BRD-K96153583	cidofovir	trt_cp	-666	0.18	0.15	0.12	0.06	-666	-1.23
BRD-K64538373	MEK inhibitor	BRD-K64538373	Ro-4987655	trt_cp	MAP2K1	0.33	0.25	0.17	0.16	-666	-1.24
BRD-K63932022	Adenosine receptor agonist	BRD-K63932022	2'-MeCCPA	trt_cp	ADORA1	0.13	0.1	0.07	0.07	-666	-1.25
BRD-K71467466	Exportin antagonist	BRD-K71467466	KPT-185	trt_cp	XPO1	0.46	0.41	0.34	0.12	-666	-1.25
BRD-K01773560	MER tyrosine kinase inhibitor	BRD-K01773560	UNC-2250	trt_cp	-666	0.24	0.2	0.16	0.08	-666	-1.25
BRD-K60160658	GABA uptake inhibitor	BRD-K60160658	tiagabine	trt_cp	SLC6A1	0.18	0.15	0.12	0.05	-666	-1.27
BRD-K25340465	KIT inhibitor|VEGFR inhibitor	BRD-K25340465	OSI-930	trt_cp	KIT|KDR	0.21	0.18	0.14	0.06	-666	-1.27
BRD-K56405753	FGFR inhibitor|VEGFR inhibitor	BRD-K56405753	MK-2461	trt_cp	FGFR1|FGFR2|FGFR3|FLT1|FLT3|MET	0.2	0.16	0.12	0.08	-666	-1.27
BRD-K74227499	-666	BRD-K74227499	se-methylselenocysteine	trt_cp	-666	0.12	0.1	0.07	0.05	-666	-1.28
BRD-K66241279	-666	BRD-K66241279	cinromide	trt_cp	-666	0.1	0.07	0.05	0.05	-666	-1.29
BRD-K52542745	Bacterial 50S ribosomal subunit inhibitor|Protein synthesis inhibitor	BRD-K52542745	clindamycin-phosphate	trt_cp	-666	0.12	0.1	0.07	0.05	-666	-1.3
BRD-K36021395	Adenosine kinase inhibitor	BRD-K36021395	ABT-702	trt_cp	ADK	0.2	0.17	0.14	0.07	-666	-1.3
BRD-K41312087	Growth factor receptor inhibitor	BRD-K41312087	GW-441756	trt_cp	NTRK1	0.16	0.13	0.11	0.06	-666	-1.3
BRD-K93123848	RAF inhibitor|VEGFR inhibitor	BRD-K93123848	RAF-265	trt_cp	-666	0.28	0.23	0.19	0.09	-666	-1.32
BRD-A76999758	Caspase activator|HSP inhibitor|MYC expression inhibitor|Telomerase reverse transcriptase expression inhibitor|Topoisomerase inhibitor	BRD-A76999758	gambogic-acid	trt_cp	BCL2	0.29	0.26	0.22	0.07	-666	-1.32
BRD-K14003026	Adrenergic receptor agonist	BRD-K14003026	ritodrine	trt_cp	ADRB2	0.12	0.09	0.07	0.06	-666	-1.32
BRD-K79145628	Bacterial DNA inhibitor	BRD-K79145628	nimorazole	trt_cp	-666	0.22	0.19	0.17	0.05	-666	-1.32
BRD-A71033472	Calcium channel blocker	BRD-A71033472	fendiline	trt_cp	-666	0.16	0.14	0.11	0.05	-666	-1.33
BRD-A57798112	MEK inhibitor	BRD-A57798112	PD-318088	trt_cp	-666	0.28	0.21	0.15	0.13	-666	-1.34
BRD-K19333160	Rho associated kinase inhibitor	BRD-K19333160	RKI-1447	trt_cp	ROCK1|ROCK2	0.2	0.17	0.13	0.07	-666	-1.34
BRD-K35952844	-666	BRD-K35952844	calcium-gluceptate	trt_cp	-666	0.12	0.09	0.06	0.06	-666	-1.34
BRD-K61642990	ErbB2 inhibitor	BRD-K61642990	FERb-033	trt_cp	ERBB2	0.28	0.25	0.22	0.05	-666	-1.34
BRD-K66094457	Glutamate receptor antagonist	BRD-K66094457	CPP	trt_cp	GRIN1	0.24	0.2	0.17	0.07	-666	-1.34
BRD-A39845846	L-type calcium channel blocker|T-type calcium channel blocker	BRD-A39845846	efonidipine-monoethanolate	trt_cp	CACNA1C|CACNA1G	0.16	0.14	0.11	0.04	-666	-1.35
BRD-M89827113	Potassium channel activator	BRD-M89827113	levcromakalim	trt_cp	KCNJ8	0.09	0.07	0.05	0.04	-666	-1.35
BRD-K05674516	HCV inhibitor	BRD-K05674516	PSI-7976	trt_cp	-666	0.17	0.15	0.12	0.05	-666	-1.36
BRD-K33127281	Retinoid receptor agonist	BRD-K33127281	adapalene	trt_cp	RARB|RARG|RARA	0.17	0.14	0.11	0.06	-666	-1.39
BRD-K75911534	PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor	BRD-K75911534	SU-014813	trt_cp	-666	0.19	0.15	0.12	0.07	-666	-1.4
BRD-K54314721	Serotonin receptor agonist	BRD-K54314721	zolmitriptan	trt_cp	HTR1A|HTR1B|HTR1D|HTR1F	0.18	0.15	0.12	0.06	-666	-1.4
BRD-A90272038	Glutamate receptor antagonist	BRD-A90272038	CGP-37849	trt_cp	-666	0.16	0.14	0.11	0.05	-666	-1.41
BRD-K33588785	Cholinesterase reactivator	BRD-K33588785	obidoxime	trt_cp	-666	0.1	0.08	0.05	0.05	-666	-1.41
BRD-K52756523	Bacterial 50S ribosomal subunit inhibitor	BRD-K52756523	dirithromycin	trt_cp	-666	0.12	0.09	0.07	0.05	-666	-1.42
BRD-K26667523	MEK inhibitor	BRD-K26667523	TAK-733	trt_cp	MAP2K1	0.34	0.27	0.21	0.13	-666	-1.44
BRD-K32107296	DNA alkylating drug	BRD-K32107296	temozolomide	trt_cp	MGMT	0.15	0.12	0.09	0.06	-666	-1.44
BRD-K61228301	DNA methyltransferase inhibitor	BRD-K61228301	SGI-1027	trt_cp	DNMT1|DNMT3A|DNMT3B	0.34	0.3	0.24	0.1	-666	-1.44
BRD-K37720887	TGF beta receptor inhibitor	BRD-K37720887	SB-525334	trt_cp	TGFBR1	0.16	0.13	0.1	0.05	-666	-1.45
BRD-K18910433	Estrogen receptor agonist	BRD-K18910433	estradiol	trt_cp	ESR1|ESR2|NR1I2	0.13	0.11	0.07	0.06	-666	-1.46
BRD-K30933884	CC chemokine receptor antagonist	BRD-K30933884	UNBS-5162	trt_cp	-666	0.18	0.15	0.13	0.05	-666	-1.48
BRD-K18779551	Acetylcholine release stimulant	BRD-K18779551	bifemelane	trt_cp	MAOA|MAOB	0.16	0.14	0.11	0.05	-666	-1.49
BRD-K51313569	CDK inhibitor	BRD-K51313569	palbociclib	trt_cp	CDK4|CDK6	0.25	0.2	0.14	0.1	-666	-1.5
BRD-K57080016	MEK inhibitor	BRD-K57080016	selumetinib	trt_cp	MAP2K1	0.21	0.13	0.07	0.13	-666	-1.53
BRD-A12230535	MDM inhibitor	BRD-A12230535	nutlin-3	trt_cp	MDM2	0.14	0.09	0.06	0.07	-666	-1.55
BRD-K80129304	-666	BRD-K80129304	uracil	trt_cp	DPYD	0.16	0.14	0.11	0.05	-666	-1.6
BRD-K06222852	Sterol demethylase inhibitor	BRD-K06222852	posaconazole	trt_cp	CYP3A4	0.18	0.15	0.13	0.05	-666	-1.61
BRD-A93093700	GABA receptor agonist	BRD-A93093700	temazepam	trt_cp	GABRA1|GABRA2|GABRA3|GABRA5|GABRA4|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ	0.25	0.23	0.2	0.05	-666	-1.61
BRD-K09602097	Adenylyl cyclase activator	BRD-K09602097	forskolin	trt_cp	ADCY2	0.13	0.1	0.07	0.06	-666	-1.65
BRD-K23566484	Androgen receptor antagonist	BRD-K23566484	nilutamide	trt_cp	AR	0.12	0.1	0.07	0.05	-666	-1.7
BRD-K01109406	Hydroxyphenylpyruvate dioxygenase inhibitor	BRD-K01109406	nitisinone	trt_cp	HPD	0.16	0.13	0.1	0.06	-666	-1.71
BRD-K42495768	Apoptosis stimulant	BRD-K42495768	tasisulam	trt_cp	-666	0.13	0.1	0.08	0.06	-666	-1.71
BRD-K97365803	PI3K inhibitor	BRD-K97365803	PI-828	trt_cp	-666	0.23	0.2	0.17	0.06	-666	-1.71
BRD-K18250272	Local anesthetic	BRD-K18250272	propoxycaine	trt_cp	-666	0.17	0.15	0.12	0.05	-666	-1.74
BRD-A95886749	Pulmonary surfactant	BRD-A95886749	colfosceril-palmitate	trt_cp	-666	0.16	0.13	0.09	0.06	-666	-1.77
BRD-A25234499	Glucocorticoid receptor antagonist	BRD-A25234499	aminoglutethimide	trt_cp	CYP11A1|CYP19A1	0.14	0.12	0.08	0.06	-666	-1.78
BRD-K54094468	Dopamine receptor antagonist	BRD-K54094468	remoxipride	trt_cp	DRD2	0.1	0.08	0.05	0.05	-666	-1.88
BRD-A80213327	Ras GTPase inhibitor	BRD-A80213327	NSC-23766	trt_cp	-666	0.17	0.14	0.11	0.06	-666	-1.92
BRD-A31521121	Muscle relaxant	BRD-A31521121	methocarbamol	trt_cp	CA1	0.13	0.1	0.08	0.05	-666	-2.04
