Number of Drugs in Set,Simulation Number,values.to.vary,ES,NES,p,pos_at_max,q
30,32,-1,-0.85213,-2.08,0.00334,1208,0.0198
30,32,-0.75,-0.7918,-1.91,0,1261,0.215
30,32,-0.5,-0.71614,-1.77,0.0306,1195,0.747
30,32,-0.25,-0.59372,-1.48,0.116,1260,1
30,32,0,-0.36984,-0.94,0.519,1274,1
30,32,0.25,0.40512,1.04,0.376,360,1
30,32,0.5,0.69668,1.78,0.0348,247,0.968
30,32,0.75,0.81861,2.08,0,231,0.0805
30,32,1,0.8212,2.1,0,100,0.0351
30,33,-1,-0.79219,-1.98,0.00385,1167,0.166
30,33,-0.75,-0.76273,-1.91,0,1098,0.306
30,33,-0.5,-0.6403,-1.64,0.0365,1052,0.623
30,33,-0.25,-0.39423,-0.996,0.447,1057,0.922
30,33,0,-0.22961,-0.598,0.912,943,0.945
30,33,0.25,0.36269,0.887,0.554,240,0.956
30,33,0.5,0.47537,1.19,0.271,283,0.741
30,33,0.75,0.8179,2.05,0,158,0.027
30,33,1,0.83287,2.05,0.00176,153,0.0535
30,34,-1,-0.81823,-2.04,0,1264,0.0973
30,34,-0.75,-0.81926,-2.03,0,1177,0.0912
30,34,-0.5,-0.68886,-1.8,0.0171,1286,0.268
30,34,-0.25,-0.49324,-1.25,0.209,985,0.681
30,34,0,-0.30811,-0.795,0.689,1039,0.977
30,34,0.25,0.46978,1.21,0.234,367,0.894
30,34,0.5,0.70368,1.86,0.00596,205,0.25
30,34,0.75,0.75053,1.95,0.00194,330,0.249
30,34,1,0.86319,2.15,0,172,0.0129
30,35,-1,-0.85518,-2.14,0.00194,1181,0.0245
30,35,-0.75,-0.78316,-2,0.00368,1197,0.127
30,35,-0.5,-0.55871,-1.44,0.115,1120,0.783
30,35,-0.25,-0.50602,-1.29,0.186,1007,0.763
30,35,0,-0.34405,-0.871,0.604,1191,0.871
30,35,0.25,0.45992,1.21,0.235,174,0.923
30,35,0.5,0.68444,1.73,0.0267,337,0.656
30,35,0.75,0.83183,2.12,0,164,0.0388
30,35,1,0.81694,2.12,0.00756,247,0.0217
30,36,-1,-0.83267,-2.14,0,1195,0.023
30,36,-0.75,-0.82499,-2.1,0,1225,0.0355
30,36,-0.5,-0.61364,-1.53,0.0764,973,0.393
30,36,-0.25,-0.5233,-1.34,0.19,1149,0.647
30,36,0,0.36412,0.959,0.446,343,1
30,36,0.25,0.43871,1.16,0.264,259,1
30,36,0.5,0.58724,1.52,0.112,209,0.857
30,36,0.75,0.73942,1.91,0.0111,239,0.402
30,36,1,0.86936,2.21,0,79,0.0155
30,37,-1,-0.84738,-2.1,0,1219,0.0335
30,37,-0.75,-0.7481,-1.91,0.0113,1140,0.29
30,37,-0.5,-0.68752,-1.74,0.0228,1197,0.574
30,37,-0.25,-0.37285,-0.958,0.487,946,0.952
30,37,0,-0.28728,-0.737,0.788,1123,0.969
30,37,0.25,0.37416,0.958,0.473,334,0.934
30,37,0.5,0.67304,1.7,0.0265,343,0.349
30,37,0.75,0.73469,1.82,0.0165,164,0.302
30,37,1,0.85912,2.1,0,93,0.0317
30,38,-1,-0.8542,-2.22,0.00205,1162,0.0117
30,38,-0.75,-0.74122,-1.94,0.0102,1034,0.118
30,38,-0.5,-0.64143,-1.64,0.0409,1266,0.887
30,38,-0.25,-0.43994,-1.13,0.304,1012,0.789
30,38,0,0.36301,0.904,0.544,223,1
30,38,0.25,0.33906,0.876,0.562,351,1
30,38,0.5,0.65488,1.67,0.0344,201,0.868
30,38,0.75,0.72053,1.83,0.0113,189,0.599
30,38,1,0.82794,2.06,0.0036,192,0.0671
30,39,-1,-0.9022,-2.26,0.0017,1262,0.00457
30,39,-0.75,-0.72946,-1.82,0.011,1191,0.741
30,39,-0.5,-0.69594,-1.75,0.0141,1129,1
30,39,-0.25,-0.32788,-0.829,0.654,1168,0.914
30,39,0,-0.15351,-0.396,1,1101,0.997
30,39,0.25,0.55157,1.48,0.0994,351,0.585
30,39,0.5,0.65029,1.63,0.0583,185,0.47
30,39,0.75,0.7798,2.03,0.00211,194,0.0983
30,39,1,0.83028,2.12,0.00203,214,0.0281
30,40,-1,-0.85781,-2.13,0.00181,1197,0.0146
30,40,-0.75,-0.66453,-1.68,0.0285,1029,0.733
30,40,-0.5,-0.66982,-1.69,0.0402,993,0.438
30,40,-0.25,-0.46929,-1.2,0.241,1102,0.737
30,40,0,0.33001,0.854,0.609,355,1
30,40,0.25,0.5952,1.53,0.0664,275,0.953
30,40,0.5,0.61155,1.55,0.0723,264,1
30,40,0.75,0.73048,1.9,0.0101,173,0.409
30,40,1,0.82716,2.09,0.00192,97,0.0579
30,41,-1,-0.77245,-2.01,0.00587,1169,0.146
30,41,-0.75,-0.72801,-1.85,0.00182,1185,0.177
30,41,-0.5,-0.69668,-1.8,0.0284,1111,0.244
30,41,-0.25,-0.31696,-0.823,0.646,897,0.886
30,41,0,-0.28405,-0.717,0.788,1215,1
30,41,0.25,0.31339,0.816,0.654,383,0.919
30,41,0.5,0.66204,1.69,0.0384,267,0.4
30,41,0.75,0.74871,1.91,0.00616,165,0.114
30,41,1,0.75361,1.93,0.00198,239,0.136
30,42,-1,-0.82848,-2.07,0.00195,1171,0.0684
30,42,-0.75,-0.8025,-2.06,0.00195,1235,0.0702
30,42,-0.5,-0.58736,-1.47,0.107,965,0.811
30,42,-0.25,-0.36143,-0.92,0.53,1111,1
30,42,0,0.23977,0.605,0.899,198,1
30,42,0.25,0.45269,1.14,0.295,365,0.832
30,42,0.5,0.62895,1.62,0.0496,334,0.475
30,42,0.75,0.71312,1.81,0.0222,326,0.26
30,42,1,0.84124,2.08,0,178,0.0391
30,43,-1,-0.82441,-2.12,0,1110,0.0132
30,43,-0.75,-0.79145,-2.06,0.00177,1198,0.0301
30,43,-0.5,-0.67426,-1.76,0.021,1076,0.427
30,43,-0.25,-0.64697,-1.68,0.0308,1029,0.481
30,43,0,0.38174,1.02,0.419,171,1
30,43,0.25,0.57404,1.53,0.078,262,0.955
30,43,0.5,0.58125,1.5,0.101,224,0.755
30,43,0.75,0.72248,1.88,0.00387,169,0.248
30,43,1,0.87545,2.24,0.00177,131,0.0082
30,44,-1,-0.81118,-2.06,0,1148,0.0654
30,44,-0.75,-0.76206,-1.96,0.00182,1156,0.0865
30,44,-0.5,-0.67892,-1.71,0.0408,1082,0.709
30,44,-0.25,-0.43601,-1.12,0.318,1022,1
30,44,0,-0.33379,-0.85,0.615,1024,1
30,44,0.25,0.65542,1.69,0.0255,265,0.736
30,44,0.5,0.64485,1.65,0.0522,273,0.449
30,44,0.75,0.76193,1.95,0.00393,184,0.188
30,44,1,0.80742,2.04,0.00196,143,0.1
30,45,-1,-0.83417,-2.06,0,1250,0.0439
30,45,-0.75,-0.81061,-2.04,0,1178,0.0757
30,45,-0.5,-0.649,-1.66,0.0468,933,0.624
30,45,-0.25,-0.36051,-0.902,0.557,1181,0.841
30,45,0,-0.22783,-0.577,0.944,1138,1
30,45,0.25,0.3774,0.96,0.491,162,0.883
30,45,0.5,0.53793,1.37,0.129,421,1
30,45,0.75,0.76353,1.87,0.00354,231,0.375
30,45,1,0.7858,1.93,0.00179,189,0.22
30,46,-1,-0.80952,-2.01,0,1214,0.107
30,46,-0.75,-0.71128,-1.82,0.0151,1227,0.344
30,46,-0.5,-0.63235,-1.58,0.0614,1093,0.752
30,46,-0.25,-0.60634,-1.54,0.0723,980,0.931
30,46,0,-0.21956,-0.559,0.951,1052,1
30,46,0.25,0.53448,1.36,0.163,220,0.598
30,46,0.5,0.62913,1.58,0.0602,427,0.631
30,46,0.75,0.76276,1.98,0.00576,203,0.167
30,46,1,0.818,2.07,0.00183,237,0.0598
30,47,-1,-0.85171,-2.16,0,1174,0.0177
30,47,-0.75,-0.74066,-1.83,0.012,1025,0.515
30,47,-0.5,-0.70067,-1.76,0.0233,1241,0.456
30,47,-0.25,-0.44364,-1.12,0.316,1142,0.955
30,47,0,-0.40536,-1.04,0.394,982,0.895
30,47,0.25,0.59588,1.52,0.0791,227,0.776
30,47,0.5,0.66437,1.76,0.0179,214,0.566
30,47,0.75,0.78831,2,0,180,0.161
30,47,1,0.81954,2.09,0,94,0.0684
30,48,-1,-0.83756,-2.11,0,1168,0.0693
30,48,-0.75,-0.79471,-2.05,0.00436,1085,0.113
30,48,-0.5,-0.63017,-1.62,0.0642,1091,1
30,48,-0.25,-0.55267,-1.43,0.131,1163,0.69
30,48,0,0.25131,0.65,0.882,349,0.916
30,48,0.25,0.4879,1.22,0.253,449,1
30,48,0.5,0.62728,1.57,0.0618,259,0.912
30,48,0.75,0.65172,1.66,0.0339,322,0.541
30,48,1,0.85502,2.15,0,88,0.0175
30,49,-1,-0.81633,-2.06,0.00195,1222,0.0684
30,49,-0.75,-0.72998,-1.84,0.00753,1138,0.206
30,49,-0.5,-0.65104,-1.68,0.0424,1136,0.55
30,49,-0.25,-0.53577,-1.37,0.158,1070,0.95
30,49,0,0.23277,0.606,0.917,309,1
30,49,0.25,0.51263,1.3,0.191,378,0.991
30,49,0.5,0.67513,1.69,0.0333,289,1
30,49,0.75,0.73735,1.86,0.00787,283,0.44
30,49,1,0.84802,2.14,0.00181,72,0.0248
30,50,-1,-0.80479,-2.08,0.00185,1173,0.0473
30,50,-0.75,-0.75459,-1.9,0.0129,1175,0.267
30,50,-0.5,-0.66358,-1.7,0.0382,1272,0.43
30,50,-0.25,-0.60574,-1.57,0.0697,1183,0.349
30,50,0,-0.23347,-0.593,0.928,1151,0.976
30,50,0.25,0.41598,1.08,0.359,136,0.875
30,50,0.5,0.7186,1.82,0.0138,161,0.349
30,50,0.75,0.731,1.89,0.00753,231,0.192
30,50,1,0.77262,1.98,0.00542,119,0.198
35,1,-1,-0.85976,-2.06,0,1186,0.0575
35,1,-0.75,-0.73358,-1.81,0.00771,1223,0.767
35,1,-0.5,-0.65321,-1.67,0.0432,1208,0.928
35,1,-0.25,-0.48286,-1.22,0.226,1012,0.726
35,1,0,-0.30101,-0.763,0.733,1216,1
35,1,0.25,0.4788,1.23,0.205,275,0.591
35,1,0.5,0.66995,1.72,0.0273,182,0.328
35,1,0.75,0.73011,1.85,0.0112,285,0.431
35,1,1,0.82888,2.07,0,157,0.037
35,2,-1,-0.80425,-2.01,0.0018,1235,0.0942
35,2,-0.75,-0.78978,-1.99,0.00362,1134,0.128
35,2,-0.5,-0.63128,-1.6,0.0546,978,0.474
35,2,-0.25,-0.52317,-1.3,0.184,1071,1
35,2,0,0.27118,0.667,0.834,332,0.918
35,2,0.25,0.35683,0.925,0.509,436,0.863
35,2,0.5,0.69622,1.79,0.00406,306,0.39
35,2,0.75,0.74503,1.85,0.0113,196,0.269
35,2,1,0.83771,2.11,0,124,0.0297
35,3,-1,-0.82714,-2.09,0.00187,1172,0.0345
35,3,-0.75,-0.7753,-1.96,0.00775,1131,0.189
35,3,-0.5,-0.68203,-1.76,0.0248,1043,0.315
35,3,-0.25,-0.50992,-1.29,0.187,1184,0.843
35,3,0,0.37164,0.925,0.518,133,1
35,3,0.25,0.39876,1.01,0.441,269,1
35,3,0.5,0.59416,1.51,0.0801,262,1
35,3,0.75,0.76655,1.97,0.00183,146,0.161
35,3,1,0.7883,1.94,0.0094,274,0.199
35,4,-1,-0.89791,-2.24,0,1189,0.00667
35,4,-0.75,-0.76183,-1.92,0.00719,1189,0.281
35,4,-0.5,-0.65541,-1.66,0.0362,1020,1
35,4,-0.25,-0.44099,-1.13,0.312,1128,1
35,4,0,0.39904,1.02,0.408,261,0.99
35,4,0.25,0.63339,1.63,0.0373,314,0.657
35,4,0.5,0.69234,1.74,0.0222,140,1
35,4,0.75,0.75077,1.93,0.00752,162,0.29
35,4,1,0.84032,2.14,0,151,0.0304
35,5,-1,-0.87208,-2.13,0,1225,0.0113
35,5,-0.75,-0.77892,-1.94,0.00527,1090,0.0652
35,5,-0.5,-0.52977,-1.33,0.153,1079,0.652
35,5,-0.25,-0.42325,-1.07,0.38,939,0.795
35,5,0,0.26634,0.694,0.824,192,1
35,5,0.25,0.41526,1.09,0.346,195,0.951
35,5,0.5,0.63534,1.63,0.0554,226,0.338
35,5,0.75,0.79324,2.03,0.00189,199,0.115
35,5,1,0.81994,2.11,0.00195,165,0.0525
35,6,-1,-0.84977,-2.13,0.00189,1224,0.0355
35,6,-0.75,-0.78664,-2.02,0.00766,1095,0.15
35,6,-0.5,-0.68279,-1.74,0.0285,1180,1
35,6,-0.25,-0.36882,-0.967,0.485,1111,1
35,6,0,-0.28981,-0.749,0.729,1191,1
35,6,0.25,0.35214,0.917,0.548,257,0.959
35,6,0.5,0.54956,1.36,0.148,259,0.944
35,6,0.75,0.73929,1.87,0.00355,210,0.192
35,6,1,0.78581,1.98,0.00357,166,0.0738
35,7,-1,-0.8862,-2.18,0,1233,0.00928
35,7,-0.75,-0.68993,-1.74,0.0234,1195,1
35,7,-0.5,-0.70872,-1.8,0.0247,1197,0.808
35,7,-0.25,-0.47528,-1.22,0.234,1188,1
35,7,0,0.1934,0.506,0.982,436,1
35,7,0.25,0.511,1.31,0.168,393,1
35,7,0.5,0.73142,1.84,0.00971,218,0.574
35,7,0.75,0.78324,1.98,0,178,0.122
35,7,1,0.82552,2.08,0.00345,106,0.039
35,8,-1,-0.8506,-2.19,0,1198,0.0056
35,8,-0.75,-0.71523,-1.83,0.0132,1096,0.543
35,8,-0.5,-0.69646,-1.73,0.0338,1176,1
35,8,-0.25,-0.4837,-1.25,0.211,958,1
35,8,0,0.24113,0.608,0.898,105,1
35,8,0.25,0.5569,1.39,0.123,361,0.689
35,8,0.5,0.67637,1.71,0.0239,292,1
35,8,0.75,0.77321,1.96,0.00186,276,0.191
35,8,1,0.84699,2.14,0,202,0.0219
35,9,-1,-0.85669,-2.16,0,1217,0.0183
35,9,-0.75,-0.77196,-1.99,0.00197,1180,0.118
35,9,-0.5,-0.6729,-1.74,0.026,1130,0.351
35,9,-0.25,-0.46781,-1.18,0.284,1095,1
35,9,0,-0.33849,-0.862,0.63,922,0.951
35,9,0.25,0.444,1.13,0.304,476,1
35,9,0.5,0.6948,1.76,0.0225,170,0.898
35,9,0.75,0.7271,1.83,0.0208,299,0.562
35,9,1,0.88414,2.22,0,149,0.00626
35,10,-1,-0.87469,-2.15,0,1226,0.0156
35,10,-0.75,-0.73628,-1.85,0.0155,1175,0.446
35,10,-0.5,-0.68236,-1.73,0.0268,1027,1
35,10,-0.25,-0.5736,-1.44,0.106,1093,1
35,10,0,-0.22501,-0.569,0.945,1074,0.994
35,10,0.25,0.2427,0.596,0.913,233,0.991
35,10,0.5,0.62225,1.55,0.0763,400,0.617
35,10,0.75,0.75572,1.82,0.0104,301,0.508
35,10,1,0.86227,2.08,0,138,0.0208
35,11,-1,-0.80882,-2.04,0.00175,1210,0.0698
35,11,-0.75,-0.73838,-1.84,0.00684,1053,0.528
35,11,-0.5,-0.61443,-1.57,0.0584,1114,0.548
35,11,-0.25,-0.50924,-1.3,0.183,1233,0.798
35,11,0,0.25059,0.658,0.857,183,0.987
35,11,0.25,0.38752,1.01,0.419,248,0.986
35,11,0.5,0.65987,1.67,0.0371,241,0.431
35,11,0.75,0.6935,1.79,0.023,269,0.93
35,11,1,0.86646,2.18,0.00197,182,0.0147
35,12,-1,-0.85937,-2.16,0,1248,0.0143
35,12,-0.75,-0.72707,-1.85,0.0158,1254,0.488
35,12,-0.5,-0.6595,-1.68,0.0495,1007,1
35,12,-0.25,-0.51192,-1.33,0.177,1081,0.656
35,12,0,-0.21304,-0.548,0.95,1133,1
35,12,0.25,0.38147,0.974,0.464,318,0.754
35,12,0.5,0.72781,1.87,0.00548,177,0.485
35,12,0.75,0.77832,1.96,0.00363,196,0.194
35,12,1,0.84018,2.11,0,148,0.0318
35,13,-1,-0.85525,-2.16,0,1156,0.0225
35,13,-0.75,-0.76778,-1.96,0.00173,1135,0.0655
35,13,-0.5,-0.66103,-1.68,0.0369,1145,0.323
35,13,-0.25,-0.48676,-1.24,0.229,1151,0.756
35,13,0,0.22075,0.579,0.942,317,1
35,13,0.25,0.48135,1.25,0.225,333,0.987
35,13,0.5,0.59646,1.54,0.0709,442,0.789
35,13,0.75,0.70812,1.78,0.0237,312,0.408
35,13,1,0.87936,2.23,0,146,0.00179
35,14,-1,-0.81115,-2.05,0,1160,0.0359
35,14,-0.75,-0.79629,-2.03,0.00191,1199,0.109
35,14,-0.5,-0.5523,-1.39,0.137,1029,0.823
35,14,-0.25,-0.43571,-1.12,0.34,1040,0.912
35,14,0,-0.2416,-0.625,0.904,1150,0.978
35,14,0.25,0.43031,1.1,0.345,214,0.934
35,14,0.5,0.63736,1.64,0.0413,426,0.886
35,14,0.75,0.68641,1.73,0.0261,262,0.48
35,14,1,0.87592,2.17,0,153,0.00684
35,15,-1,-0.84591,-2.17,0.00189,1194,0.0128
35,15,-0.75,-0.78916,-2.02,0.00193,1143,0.132
35,15,-0.5,-0.67421,-1.76,0.0299,1135,0.389
35,15,-0.25,-0.57146,-1.48,0.0885,1094,0.452
35,15,0,-0.21099,-0.548,0.946,1165,1
35,15,0.25,0.38302,1.01,0.424,269,0.969
35,15,0.5,0.71501,1.84,0.00967,254,0.258
35,15,0.75,0.74342,1.89,0.00771,314,0.177
35,15,1,0.8357,2.14,0,131,0.0261
35,16,-1,-0.83874,-2.08,0,1206,0.0349
35,16,-0.75,-0.80552,-1.99,0.0035,1210,0.134
35,16,-0.5,-0.62653,-1.6,0.0412,1022,0.56
35,16,-0.25,-0.4764,-1.2,0.253,1290,0.929
35,16,0,-0.33075,-0.834,0.636,1190,0.988
35,16,0.25,0.48774,1.22,0.245,286,1
35,16,0.5,0.62928,1.62,0.0459,184,0.742
35,16,0.75,0.78801,1.97,0,249,0.15
35,16,1,0.84855,2.08,0,199,0.0399
35,17,-1,-0.80503,-2.03,0.00361,1116,0.0955
35,17,-0.75,-0.73601,-1.84,0.0169,1136,0.169
35,17,-0.5,-0.72635,-1.86,0.00575,1146,0.239
35,17,-0.25,-0.48683,-1.26,0.19,977,0.878
35,17,0,0.28301,0.731,0.796,49,0.962
35,17,0.25,0.60252,1.54,0.0699,237,1
35,17,0.5,0.64639,1.65,0.0454,292,1
35,17,0.75,0.7262,1.83,0.0109,293,0.598
35,17,1,0.76472,1.92,0.0129,172,0.269
35,18,-1,-0.82311,-2.13,0.00194,1168,0.0287
35,18,-0.75,-0.79438,-2.05,0.00214,1135,0.0813
35,18,-0.5,-0.66009,-1.7,0.0353,1063,0.639
35,18,-0.25,-0.63906,-1.67,0.0374,1067,0.714
35,18,0,0.33038,0.847,0.605,430,1
35,18,0.25,0.48407,1.26,0.213,93,0.89
35,18,0.5,0.63661,1.65,0.0387,363,0.565
35,18,0.75,0.63689,1.62,0.0455,366,0.515
35,18,1,0.81566,2.07,0,103,0.0298
35,19,-1,-0.81758,-2.07,0.0034,1205,0.0475
35,19,-0.75,-0.7379,-1.86,0.00558,1090,0.531
35,19,-0.5,-0.64295,-1.65,0.0378,1083,1
35,19,-0.25,-0.34415,-0.905,0.544,1253,1
35,19,0,0.16404,0.437,0.996,70,0.994
35,19,0.25,0.38422,0.998,0.425,282,0.829
35,19,0.5,0.71258,1.9,0.0119,204,0.0909
35,19,0.75,0.7157,1.86,0.0154,334,0.0922
35,19,1,0.84209,2.16,0,212,0.0083
35,20,-1,-0.81441,-2.03,0.00376,1195,0.0706
35,20,-0.75,-0.66933,-1.69,0.0307,981,0.657
35,20,-0.5,-0.64035,-1.62,0.0429,1030,0.971
35,20,-0.25,-0.48052,-1.23,0.222,952,1
35,20,0,-0.21079,-0.532,0.948,995,1
35,20,0.25,0.38315,0.985,0.464,338,0.97
35,20,0.5,0.74999,1.89,0.00392,174,0.207
35,20,0.75,0.71298,1.83,0.00794,188,0.322
35,20,1,0.83955,2.12,0,204,0.0331
35,21,-1,-0.84342,-2.1,0,1188,0.037
35,21,-0.75,-0.78631,-1.96,0.00179,1159,0.229
35,21,-0.5,-0.56318,-1.47,0.0907,1165,0.589
35,21,-0.25,-0.50639,-1.28,0.182,1203,0.696
35,21,0,-0.25403,-0.647,0.889,1154,0.976
35,21,0.25,0.51723,1.35,0.16,275,1
35,21,0.5,0.54704,1.41,0.116,409,1
35,21,0.75,0.73342,1.9,0.0101,207,0.348
35,21,1,0.78647,2,0.0078,152,0.176
35,22,-1,-0.78898,-2.01,0.00185,1123,0.0529
35,22,-0.75,-0.72874,-1.87,0.0115,1077,0.209
35,22,-0.5,-0.58525,-1.49,0.0797,1033,0.565
35,22,-0.25,-0.54478,-1.38,0.133,1200,0.664
35,22,0,0.38185,0.979,0.446,399,0.821
35,22,0.25,0.46113,1.18,0.278,297,1
35,22,0.5,0.63069,1.58,0.0479,333,1
35,22,0.75,0.79819,1.97,0,242,0.151
35,22,1,0.87111,2.23,0,141,0.00815
35,23,-1,-0.81221,-2.05,0,1138,0.0423
35,23,-0.75,-0.70945,-1.77,0.00883,1078,0.678
35,23,-0.5,-0.59869,-1.54,0.0725,1201,0.807
35,23,-0.25,-0.53879,-1.41,0.122,1076,0.53
35,23,0,-0.23115,-0.596,0.911,1183,0.981
35,23,0.25,0.50208,1.32,0.163,433,1
35,23,0.5,0.70192,1.74,0.0202,264,0.477
35,23,0.75,0.73247,1.85,0.00994,257,0.313
35,23,1,0.79613,2.03,0.00373,227,0.147
35,24,-1,-0.79035,-2.01,0.00403,1181,0.0991
35,24,-0.75,-0.7925,-2.01,0.00176,1122,0.11
35,24,-0.5,-0.63411,-1.63,0.0503,1101,0.714
35,24,-0.25,-0.41931,-1.11,0.326,1143,0.986
35,24,0,0.32102,0.832,0.63,288,0.996
35,24,0.25,0.46845,1.19,0.236,295,0.764
35,24,0.5,0.61326,1.54,0.069,433,0.659
35,24,0.75,0.74061,1.87,0.00929,372,0.231
35,24,1,0.82902,2.1,0,197,0.0461
35,25,-1,-0.86905,-2.2,0,1224,0.00973
35,25,-0.75,-0.75408,-1.92,0.00971,1115,0.353
35,25,-0.5,-0.66781,-1.71,0.0329,987,0.799
35,25,-0.25,-0.49032,-1.28,0.181,1057,0.908
35,25,0,-0.25529,-0.662,0.866,1240,0.986
35,25,0.25,0.60075,1.53,0.0777,376,1
35,25,0.5,0.66059,1.72,0.0322,228,0.602
35,25,0.75,0.75716,1.91,0.002,185,0.293
35,25,1,0.77896,1.99,0,252,0.114
35,26,-1,-0.81517,-2.01,0.0036,1158,0.0487
35,26,-0.75,-0.72959,-1.85,0.0103,1040,0.164
35,26,-0.5,-0.57559,-1.48,0.0845,1060,0.847
35,26,-0.25,-0.40434,-1,0.455,887,1
35,26,0,-0.25162,-0.643,0.881,1022,0.99
35,26,0.25,0.56486,1.46,0.106,421,0.483
35,26,0.5,0.68024,1.75,0.0399,169,0.585
35,26,0.75,0.72279,1.86,0.00585,192,0.261
35,26,1,0.85748,2.19,0,128,0.00652
35,27,-1,-0.85704,-2.21,0,1212,0.00522
35,27,-0.75,-0.81963,-2.08,0.00192,1201,0.0491
35,27,-0.5,-0.58146,-1.48,0.0853,1039,0.878
35,27,-0.25,-0.59263,-1.55,0.0649,1074,0.825
35,27,0,-0.17705,-0.462,0.992,1111,0.989
35,27,0.25,0.66126,1.69,0.0351,205,0.492
35,27,0.5,0.64158,1.58,0.0625,197,0.892
35,27,0.75,0.67193,1.69,0.0188,141,0.488
35,27,1,0.84582,2.1,0,114,0.032
35,28,-1,-0.87459,-2.19,0,1193,0.00885
35,28,-0.75,-0.79409,-1.99,0.00362,1211,0.119
35,28,-0.5,-0.71587,-1.85,0.0114,1082,0.413
35,28,-0.25,-0.42168,-1.09,0.351,1065,1
35,28,0,0.3116,0.79,0.72,253,0.99
35,28,0.25,0.33981,0.881,0.583,419,0.932
35,28,0.5,0.66889,1.68,0.0333,259,0.494
35,28,0.75,0.76329,1.94,0.0019,264,0.304
35,28,1,0.84278,2.15,0.00189,137,0.0192
35,29,-1,-0.8159,-2.04,0.00379,1233,0.0721
35,29,-0.75,-0.75314,-1.91,0.0129,1110,0.241
35,29,-0.5,-0.68034,-1.76,0.031,1146,0.454
35,29,-0.25,-0.55697,-1.44,0.115,1137,0.853
35,29,0,-0.27322,-0.717,0.819,1115,0.907
35,29,0.25,0.41695,1.1,0.325,385,0.882
35,29,0.5,0.71321,1.8,0.0142,177,0.859
35,29,0.75,0.68419,1.73,0.0328,344,1
35,29,1,0.90166,2.29,0,156,0.00345
35,30,-1,-0.80031,-2,0,1244,0.114
35,30,-0.75,-0.75742,-1.89,0.00596,1240,0.339
35,30,-0.5,-0.70049,-1.75,0.0212,1079,1
35,30,-0.25,-0.44168,-1.17,0.271,1099,1
35,30,0,-0.22433,-0.572,0.939,1207,0.967
35,30,0.25,0.32546,0.821,0.651,412,0.957
35,30,0.5,0.57145,1.44,0.123,232,0.78
35,30,0.75,0.79564,2.01,0.00362,178,0.117
35,30,1,0.85851,2.15,0,112,0.0165
35,31,-1,-0.85489,-2.18,0,1233,0.0139
35,31,-0.75,-0.72703,-1.88,0.00537,1152,0.214
35,31,-0.5,-0.53774,-1.38,0.131,1004,0.607
35,31,-0.25,-0.45237,-1.17,0.298,1230,0.911
35,31,0,-0.23522,-0.625,0.893,978,1
35,31,0.25,0.35422,0.929,0.501,203,0.846
35,31,0.5,0.68339,1.75,0.0304,275,0.35
35,31,0.75,0.76546,2.01,0.00574,249,0.0905
35,31,1,0.84614,2.2,0,149,0.00678
35,32,-1,-0.83674,-2.07,0,1168,0.0496
35,32,-0.75,-0.81103,-2.05,0.00186,1207,0.068
35,32,-0.5,-0.69444,-1.71,0.0275,1132,1
35,32,-0.25,-0.34578,-0.868,0.588,994,1
35,32,0,-0.21862,-0.559,0.952,1032,0.995
35,32,0.25,0.4682,1.16,0.291,95,1
35,32,0.5,0.62026,1.52,0.0714,351,0.906
35,32,0.75,0.74509,1.86,0.0112,216,0.389
35,32,1,0.83915,2.01,0.00528,170,0.0792
35,33,-1,-0.83085,-2.08,0,1159,0.0558
35,33,-0.75,-0.77036,-1.95,0,1201,0.217
35,33,-0.5,-0.68412,-1.77,0.0185,1106,0.505
35,33,-0.25,-0.56351,-1.46,0.102,1128,0.461
35,33,0,0.23579,0.605,0.929,301,1
35,33,0.25,0.33693,0.864,0.587,302,0.888
35,33,0.5,0.52855,1.37,0.138,424,0.733
35,33,0.75,0.72418,1.91,0.00725,257,0.299
35,33,1,0.85233,2.18,0,86,0.0167
35,34,-1,-0.82954,-2.04,0.00164,1226,0.0523
35,34,-0.75,-0.76162,-1.89,0.00719,1181,0.311
35,34,-0.5,-0.64479,-1.59,0.0604,921,0.644
35,34,-0.25,-0.50182,-1.24,0.22,1058,0.928
35,34,0,0.27461,0.701,0.812,74,1
35,34,0.25,0.49511,1.26,0.194,301,1
35,34,0.5,0.64069,1.64,0.0443,199,0.445
35,34,0.75,0.76441,1.92,0.00633,237,0.259
35,34,1,0.83215,2.07,0.00195,183,0.0536
35,35,-1,-0.78537,-1.97,0.00703,1280,0.171
35,35,-0.75,-0.73791,-1.87,0.00594,1146,0.421
35,35,-0.5,-0.59714,-1.52,0.0776,1087,0.614
35,35,-0.25,-0.43871,-1.11,0.326,1137,0.76
35,35,0,-0.18744,-0.479,0.981,1205,1
35,35,0.25,0.45717,1.19,0.255,304,0.699
35,35,0.5,0.57688,1.51,0.0695,254,0.657
35,35,0.75,0.82944,2.1,0,169,0.0371
35,35,1,0.83391,2.09,0,210,0.0325
35,36,-1,-0.81813,-2.01,0.00366,1213,0.105
35,36,-0.75,-0.82811,-2.08,0.00602,1118,0.0464
35,36,-0.5,-0.65857,-1.62,0.0446,1094,1
35,36,-0.25,-0.49609,-1.23,0.232,1080,0.558
35,36,0,-0.18781,-0.473,0.996,1014,0.988
35,36,0.25,0.48135,1.24,0.221,110,0.891
