"","correlation","Sample","Drug.Set","KS","KS_Normalized","p_value","Position_at_max","FDR_q_value"
"6867","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","ribonucleotide reductase inhibitor",0.37403,0.947,0.495,369,1
"6868","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","serotonin receptor agonist",-0.32667,-0.812,0.676,1012,0.986
"6869","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","serotonin receptor antagonist",-0.2424,-0.602,0.907,1012,1
"6870","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","sodium channel blocker",-0.37138,-0.936,0.551,1233,0.826
"6871","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","src inhibitor",0.58016,1.5,0.0972,321,0.832
"6872","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","sterol demethylase inhibitor",0.55558,1.37,0.144,157,0.92
"6873","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","SYK inhibitor",-0.35595,-0.897,0.551,942,0.874
"6874","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","TGF beta receptor inhibitor",0.34896,0.9,0.549,303,1
"6875","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","thymidylate synthase inhibitor",-0.52107,-1.29,0.165,832,0.823
"6876","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","topoisomerase inhibitor",0.36978,0.918,0.556,263,1
"6877","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","tubulin polymerization inhibitor",-0.28403,-0.72,0.763,1147,1
"6878","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","tyrosine kinase inhibitor",0.30538,0.797,0.709,257,1
"6879","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","VEGFR inhibitor",-0.31463,-0.799,0.687,893,0.953
"6880","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","vitamin D receptor agonist",-0.19122,-0.477,0.986,257,1
"6881","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","Synthetic_Drug_Set",0.59944,1.54,0.0675,359,0.917
"6882","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","EGFR inhibitor",0.20377,0.517,0.967,116,0.971
"6883","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","Abl kinase inhibitor",0.2631,0.656,0.845,360,0.941
"6884","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","acetylcholine receptor agonist",-0.52568,-1.35,0.147,1169,0.94
"6885","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","acetylcholine receptor antagonist",0.43331,1.08,0.339,104,0.935
"6886","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","adenosine receptor antagonist",-0.55032,-1.4,0.131,1321,1
"6887","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","adrenergic receptor agonist",-0.32046,-0.791,0.673,1294,0.98
"6888","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","adrenergic receptor antagonist",-0.22021,-0.556,0.945,911,1
"6889","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","AKT inhibitor",0.31418,0.792,0.704,206,1
"6890","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","ALK tyrosine kinase receptor inhibitor",-0.33236,-0.83,0.667,1173,0.996
"6891","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","androgen receptor antagonist",0.27955,0.714,0.829,975,0.954
"6892","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","antioxidant",-0.46066,-1.12,0.304,1341,0.922
"6893","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","AP inhibitor",-0.37137,-0.92,0.545,1223,0.874
"6894","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","ATPase inhibitor",-0.3106,-0.769,0.745,1226,0.992
"6895","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","Aurora kinase inhibitor",0.30184,0.777,0.705,123,1
"6896","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","bacterial 50S ribosomal subunit inhibitor",-0.39798,-0.997,0.448,988,0.99
"6897","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","bacterial DNA gyrase inhibitor",0.45061,1.13,0.314,471,1
"6898","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","BCL inhibitor",-0.36749,-0.921,0.538,1246,0.901
"6899","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","Bcr.Abl kinase inhibitor",0.29338,0.73,0.754,360,0.994
"6900","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","benzodiazepine receptor agonist",0.39559,0.996,0.458,112,1
"6901","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","bromodomain inhibitor",0.57007,1.42,0.133,179,0.748
"6902","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","calcium channel blocker",-0.21434,-0.525,0.966,952,1
"6903","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","CC chemokine receptor antagonist",0.48649,1.21,0.239,212,1
"6904","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","CDK inhibitor",-0.17121,-0.429,0.989,1120,0.995
"6905","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","CHK inhibitor",-0.409,-1.03,0.415,1217,1
"6906","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","cyclooxygenase inhibitor",0.38333,1,0.462,72,1
"6907","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","cytochrome P450 inhibitor",0.52392,1.31,0.189,411,0.937
"6908","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","DNA alkylating agent",-0.51003,-1.29,0.202,821,0.771
"6909","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","DNA inhibitor",0.33895,0.838,0.65,147,1
"6910","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","DNA methyltransferase inhibitor",-0.53545,-1.34,0.154,1257,0.87
"6911","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","DNA polymerase inhibitor",-0.40483,-1.01,0.429,1221,1
"6912","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","DNA synthesis inhibitor",-0.26951,-0.675,0.845,1283,1
"6913","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","dopamine receptor antagonist",-0.2632,-0.655,0.883,1014,1
"6914","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","estrogen receptor agonist",0.39184,0.972,0.47,423,1
"6915","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","estrogen receptor antagonist",0.42321,1.09,0.319,338,0.981
"6916","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","FGFR inhibitor",-0.38649,-0.981,0.446,929,0.985
"6917","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","FLT3 inhibitor",0.29557,0.739,0.775,175,1
"6918","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","glucocorticoid receptor agonist",0.45672,1.17,0.283,223,1
"6919","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","glutamate receptor antagonist",0.36313,0.921,0.519,137,1
"6920","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","glycogen synthase kinase inhibitor",-0.57971,-1.5,0.0783,1041,1
"6921","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","growth factor receptor inhibitor",-0.53392,-1.32,0.158,890,0.761
"6922","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","HCV inhibitor",-0.48974,-1.23,0.241,1063,0.805
"6923","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","HDAC inhibitor",-0.2093,-0.525,0.963,1044,1
"6924","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","histamine receptor antagonist",0.27338,0.707,0.786,239,0.906
"6925","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","histone lysine methyltransferase inhibitor",-0.47506,-1.19,0.253,1193,0.798
"6926","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","HMGCR inhibitor",-0.5638,-1.42,0.146,1116,1
"6927","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","HSP inhibitor",0.23112,0.593,0.939,357,0.949
"6928","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","JAK inhibitor",0.28908,0.722,0.779,64,0.973
"6929","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","KIT inhibitor",0.27986,0.708,0.821,364,0.933
"6930","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","MDM inhibitor",0.49256,1.27,0.199,159,0.934
"6931","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","MEK inhibitor",-0.38006,-0.96,0.466,1125,0.952
"6932","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","MET inhibitor",-0.59783,-1.5,0.0956,986,1
"6933","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","microtubule inhibitor",-0.59645,-1.52,0.0777,1136,1
"6934","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","mTOR inhibitor",-0.4024,-1.01,0.447,1135,1
"6935","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","NFkB pathway inhibitor",-0.2549,-0.634,0.888,1285,1
"6936","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","opioid receptor agonist",0.80978,2.03,0,150,0.0668
"6937","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","p38 MAPK inhibitor",-0.71645,-1.81,0.0167,1049,0.735
"6938","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","PARP inhibitor",0.43945,1.1,0.346,76,1
"6939","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","PDGFR tyrosine kinase receptor inhibitor",0.29945,0.751,0.729,368,1
"6940","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","phosphatase inhibitor",-0.37499,-0.97,0.481,1259,0.967
"6941","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","phosphodiesterase inhibitor",-0.23821,-0.597,0.932,1318,1
"6942","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","PI3K inhibitor",-0.48523,-1.21,0.232,1198,0.799
"6943","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","PLK inhibitor",-0.55834,-1.39,0.15,1023,0.927
"6944","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","potassium channel blocker",-0.41828,-1.05,0.414,1241,1
"6945","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","PPAR receptor agonist",-0.27843,-0.702,0.8,1215,1
"6946","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","progesterone receptor agonist",0.68003,1.73,0.0253,292,0.495
"6947","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","proteasome inhibitor",-0.49939,-1.27,0.198,1289,0.759
"6948","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","protein synthesis inhibitor",-0.37953,-0.954,0.485,1293,0.894
"6949","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","protein tyrosine kinase inhibitor",0.33498,0.861,0.618,148,1
"6950","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","RAF inhibitor",-0.37287,-0.958,0.472,1207,0.92
"6951","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","RET tyrosine kinase inhibitor",-0.25877,-0.634,0.874,929,1
"6952","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","retinoid receptor agonist",0.23455,0.602,0.91,1036,0.969
"6953","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","ribonucleotide reductase inhibitor",0.3718,0.939,0.507,372,1
"6954","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","serotonin receptor agonist",-0.32593,-0.813,0.656,1011,0.998
"6955","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","serotonin receptor antagonist",-0.24165,-0.603,0.931,1011,1
"6956","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","sodium channel blocker",-0.37138,-0.95,0.498,1233,0.87
"6957","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","src inhibitor",0.57867,1.49,0.0854,323,0.849
"6958","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","sterol demethylase inhibitor",0.55632,1.43,0.0992,156,0.865
"6959","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","SYK inhibitor",-0.35595,-0.896,0.567,942,0.894
"6960","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","TGF beta receptor inhibitor",0.34896,0.889,0.582,303,1
"6961","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","thymidylate synthase inhibitor",-0.52181,-1.33,0.175,833,0.81
"6962","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","topoisomerase inhibitor",0.3171,0.803,0.677,263,1
"6963","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","tubulin polymerization inhibitor",-0.28327,-0.728,0.779,1146,1
"6964","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","tyrosine kinase inhibitor",0.30538,0.767,0.695,257,1
"6965","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","VEGFR inhibitor",-0.31463,-0.798,0.689,893,0.996
"6966","expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation","Estimate","vitamin D receptor agonist",-0.19122,-0.495,0.984,257,1
"6967","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","Synthetic_Drug_Set",0.80064,2.05,0,197,0.04
"6968","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","EGFR inhibitor",0.21957,0.544,0.953,206,0.959
"6969","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","Abl kinase inhibitor",0.26236,0.679,0.862,361,0.915
"6970","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","acetylcholine receptor agonist",-0.52642,-1.33,0.144,1170,0.791
"6971","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","acetylcholine receptor antagonist",0.43034,1.09,0.339,108,1
"6972","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","adenosine receptor antagonist",-0.55032,-1.4,0.126,1321,0.879
"6973","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","adrenergic receptor agonist",-0.32046,-0.831,0.671,1294,0.975
"6974","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","adrenergic receptor antagonist",-0.22096,-0.554,0.961,912,1
"6975","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","AKT inhibitor",0.31045,0.759,0.737,211,1
"6976","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","ALK tyrosine kinase receptor inhibitor",-0.3331,-0.833,0.633,1174,1
"6977","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","androgen receptor antagonist",0.27881,0.704,0.803,976,0.967
"6978","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","antioxidant",-0.46066,-1.18,0.251,1341,0.799
"6979","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","AP inhibitor",-0.37212,-0.95,0.505,1224,0.957
"6980","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","ATPase inhibitor",0.35978,0.901,0.551,87,1
"6981","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","Aurora kinase inhibitor",0.29958,0.753,0.738,126,1
"6982","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","bacterial 50S ribosomal subunit inhibitor",-0.39873,-1,0.427,989,1
"6983","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","bacterial DNA gyrase inhibitor",0.40039,1.02,0.411,500,1
"6984","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","BCL inhibitor",-0.36749,-0.926,0.517,1246,0.907
"6985","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","Bcr.Abl kinase inhibitor",0.29264,0.752,0.743,361,1
"6986","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","benzodiazepine receptor agonist",0.3926,0.984,0.423,116,1
"6987","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","bromodomain inhibitor",0.5671,1.45,0.107,183,0.806
"6988","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","calcium channel blocker",-0.21508,-0.556,0.96,953,1
"6989","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","CC chemokine receptor antagonist",0.48352,1.21,0.258,216,0.922
"6990","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","CDK inhibitor",-0.17196,-0.43,0.998,1121,0.994
"6991","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","CHK inhibitor",-0.40975,-1.03,0.402,1218,1
"6992","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","cyclooxygenase inhibitor",0.38033,0.987,0.429,76,1
"6993","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","cytochrome P450 inhibitor",0.52317,1.32,0.172,412,0.93
"6994","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","DNA alkylating agent",-0.51078,-1.27,0.2,822,0.811
"6995","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","DNA inhibitor",0.3367,0.837,0.663,150,1
"6996","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","DNA methyltransferase inhibitor",-0.53545,-1.33,0.175,1257,0.791
"6997","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","DNA polymerase inhibitor",-0.40558,-1.01,0.425,1222,1
"6998","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","DNA synthesis inhibitor",-0.26951,-0.676,0.87,1283,1
"6999","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","dopamine receptor antagonist",-0.26395,-0.663,0.864,1015,1
"7000","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","estrogen receptor agonist",0.47193,1.21,0.245,281,0.922
"7001","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","estrogen receptor antagonist",0.42172,1.08,0.363,340,0.962
"7002","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","FGFR inhibitor",-0.38723,-0.996,0.437,930,0.967
"7003","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","FLT3 inhibitor",0.29257,0.738,0.797,179,0.947
"7004","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","glucocorticoid receptor agonist",0.45371,1.15,0.285,227,1
"7005","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","glutamate receptor antagonist",0.36163,0.922,0.513,139,1
"7006","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","glycogen synthase kinase inhibitor",-0.58045,-1.49,0.0891,1042,1
"7007","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","growth factor receptor inhibitor",-0.53466,-1.36,0.153,891,0.893
"7008","expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation","Estimate","HCV inhibitor",-0.49048,-1.26,0.225,1064,0.774
